Group,Title,Latitude,Longitude
,AVIA Stadtlohn,51.989499991759658,6.908666677772999
,Avia Vreden,52.033932209014893,6.841843128204346
,Bevertalsperre,51.140885436907411,7.373371124267578
,BiggeSee,51.086825011298060,7.853185962885618
,Bike Tune,51.976599404588342,7.600855641067028
